"";"PK_CAD";"TIPO_CLI";"TIPO_FAB";"TIPO_FOR";"TIPO_TRA";"TIPO_SERV";"TIPO_OUT";"RAZAO_SOCIAL";"FANTASIA";"CNPJ";"CPF";"INSC_EST";"INSC_MUM";"ENDERECO";"BAIRRO";"FK_CID";"CEP";"ENDE_COB";"BAIRRO_COB";"FK_CID_COB";"CEP_COB";"FONE1";"FONE2";"FAX";"HOMEPAGE";"FK_RAM";"LIMCREDITO";"OBSERVACAO";"FK_CADTRA";"FK_CPG";"TIPO_FRETE";"CREDITO_BLOQUEADO";"INATIVO";"FK_CPGREP";"FK_CADTRAREP";"TIPO_FRETE_REP";"CONS_INDUSTRIA";"DATA_CAD";"FK_USUCAD";"DATA_CAP_SOCIAL";"VLR_CAP_SOCIAL";"QTD_PROTESTOS";"QTD_CHQ_DEVOL";"OBSERV_CRED";"CONCEITO_CRED";"CONTATO_BANCO";"PER_ANA_CRED";"DT_ULT_AVALIACAO";"MATERIAL_COMPRA";"PERC_MAT_ESTOQUE";"PERC_MAT_ESPECIAL";"MOTIVO_RECADASTRO";"VAL_SOLIC_COMPRA";"FK_TPG";"DT_LIBFIN";"FK_USULIB";"AUDITVENDA";"ISENTOICMS";"MESESPRECO";"ISUF";"MALADIRETA";"FK_NAT";"OBS_LEGAL";"OBS_VENDA";"DDENTREGA";"FK_USUAVAL";"BLOQFATIPI";"SIMPLES";"SEMCOMPRA";"SEMCPR12";"IPI_PRIM";"CREDBLOQ";"FK_CAD_NOVO";"GERA_IPI";"DTRECCAD";"DTSOLCOMPL";"DTRECCOMPL";"DTTERMPROC";"AC_BLOQ";"AC_DEP";"FK_BCOCOB";"NAOAGRUPABLQ";"IMPRIME_FAB_ETIQ";"IMPRIME_DATAFAB_ETIQ";"FK_SUB";"FATUR_MINIMO";"MARKUP_MAODEOBRA";"MARKUP_MATPRIMA";"INTEGRACAO_XML";"REGIME_TRIBUTARIO";"INDUSTRIA_REVENDA";"TOLERANCIA_ANTECIPACAO";"TOLERANCIA_ATRASO";"NAOCONTRIBUINTE";"DIA_SEMANA_MRP";"OBS_PADRAO_OC";"REAJUSTE_LME";"REAJUSTE_DOLAR";"PERC_GATILHO";"REAJUSTE_CUSTO";"FREQUENCIA";"OBSERVACAO_REAJUSTE";"PLACA_PADRAO";"PLACA_PADRAO_UF";"TIPO_REAJUSTE_CABOS";"TIPO_REAJUSTE_OUTROS";"PERC_QTD_NFR_OC";"OBRIGAR_NFSE";"INCOTERM";"BANK_INFORMATION";"INVOICE_PAGTO_ANTECIP";"FK_MOE";"PRAZO_PAGAMENTO_PADRAO";"FOLLOWUP_AUTOMATICO";"CONSIDERA_PV_FLUXO_CAIXA";"DIA_SEMANA_VENCTO";"DIA_MES_VENCTO1";"DIA_MES_VENCTO2";"DIA_MES_VENCTO3";"FK_MAQ_PREFERENCIAL";"FK_NATCONSUMO"
373;1892.0;"N";"N";"S";"N";"S";"S";"BRASJET INDUSTRIA E COMERCIO DE TINTAS LTDA - EPP";"BRASJET INDUSTRIA E COMERCIO DE TINTAS LTDA - EPP";"71.684.526/0001-86";"";"";"";"RUA JOAQUIM SERAFIM";"SAO BENEDITO";292.0;"13260000";"RUA JOAQUIM SERAFIM";"SAO BENEDITO";292.0;"13260000";"";"";"";"";"";"";"";"";2.0;"F";"N";"N";"";"";"";"";"2017-12-18 15:56:52.177";68.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
374;1893.0;"N";"S";"N";"N";"S";"S";"LUIS FELIPE OLIVEIRA DA SILVA 02121349065";"ADESIVOS PRO";"23.619.057/0001-79";"";"";"";"RUA B DOZE 44";"COLINA";10.0;"92500000";"RUA B DOZE 44";"COLINA";10.0;"92500000";"";"";"";"";4.0;"";"Banco Intermedium S.A. - Cód. 077
Nome: Luis Felipe Oliveira da Silva
Agência: 0001-9
Conta: 1788880-8


CPF: 021.213.490-65





Alessandra Pereira Nunes
CPF 02654895041

Caixa Econômica Federal
Agência 0479
Operação 023
Conta Poupança 00013636-5
";"";"";"";"N";"N";"";"";"";"";"2017-12-18 16:22:28.671";68.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
375;1894.0;"N";"S";"N";"N";"S";"S";"ABC ATACADO BRASILEIRO DA CONSTRUCAO S.A.";"ABC ATACADO BRASILEIRO DA CONSTRUCAO S.A.";"38.542.718/0001-82";"";"";"";"AV FRANCISCO BERNARDINO 115";"CENTRO DE JUIZ DE FORA";223.0;"36013100";"AV FRANCISCO BERNARDINO 115";"CENTRO DE JUIZ DE FORA";223.0;"36013100";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2017-12-19 14:22:02.972";68.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
376;1897.0;"N";"S";"S";"N";"S";"N";"PH COMERCIO DE FERRAMENTAS LTDA-ME";"PH";"24.680.743/0001-18";"";"90.720.454-56";"15726";"RUA EUGENIA LEITE, 167";"ALTO DA GLORIA";302.0;"84500000";"RUA EUGENIA LEITE, 167";"ALTO DA GLORIA";302.0;"84500000";"(42) 3422-6439";"";"";"www.phferramentas.com.br";1.0;"";"Banco: BANCO DO BRASIL		
Agência: 0182-1	
Conta Corrente: 48528-4		
";"";"";"";"N";"N";"";"";"";"";"2017-12-28 11:28:30.132";156.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
377;1929.0;"N";"N";"S";"N";"N";"N";"SILVEIRA MATERIAIS ELETRICOS LTDA";"SULINA ILUMINAÇÃO";"89.841.613/0002-46";"";"096/3385950";"";"RUA PERNAMBUCO, 2323";"NAVEGANTES";1.0;"90240005";"RUA SANTA CRUZ, 760";"NITERÓI";11.0;"92120001";"(51) 3030.8200";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-02-14 14:26:06.159";161.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
378;1933.0;"N";"N";"S";"N";"S";"S";"KINGSPAN - ISOESTE IND CONSTRUTIVOS ISOTERMICOS S/A";"ISOESTE INDUSTRIA E COMERCIO DE ISOLANTES TERMICOS LTDA";"00.289.348/0004-93";"";"";"";"R FRANCISCO ALVES DE LIMA , ANDAR 2";"COSTEIRA";49.0;"83015510";"R FRANCISCO ALVES DE LIMA , ANDAR 2";"COSTEIRA";49.0;"83015510";"";"";"";"";4.0;"";"";"";"";"";"N";"N";"";"";"";"";"2018-02-20 15:23:41.007";68.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";3;1.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
379;1934.0;"N";"N";"S";"N";"N";"N";"BEL MICRO COMPUTADORES LTDA";"COMPREBEL";"71.052.559/0003-75";"";"0628684230263";"";"RUA ADELINO TESTE,  251  BLOCO E1-2";"OLHOS D'AGUA";93.0;"30390070";"RUA ADELINO TESTE,  251  BLOCO E1-2";"OLHOS D'AGUA";93.0;"30390070";"(31)2532-0308";"";"";"";"";"";"";"";1.0;"C";"N";"N";"";"";"";"";"2018-02-20 16:10:54.481";165.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"R";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
380;1946.0;"N";"S";"S";"N";"N";"N";"POSITIVO TECNOLOGIA S/A";"";"81.243.735/0019-77";"";"062005901";"";"RUA JAVARI, 1255 - LOTE 257-B";"DISTRITO INDUSTRIAL";137.0;"69075111";"RUA JAVARI, 1255 - LOTE 257-B";"DISTRITO INDUSTRIAL";137.0;"69075111";"92 36154611";"";"";"";"";"";"";"";1.0;"C";"N";"N";"";"";"";"";"2018-03-05 07:59:54.066";165.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
381;1938.0;"N";"S";"S";"N";"S";"S";"CORDEIRO CABOS ELETRICOS S.A.";"CORDEIRO";"14.197.209/0001-00";"";"";"";"R IIJIMA  1180";"VILA SANTO ANTONIO";293.0;"08534000";"R IIJIMA  1180";"VILA SANTO ANTONIO";293.0;"08534000";"11 46747400";"11 46747403";"";"";1.0;"";"";"";"";"";"N";"N";"";"";"";"";"2018-02-23 16:35:05.611";68.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
382;1940.0;"N";"N";"S";"N";"N";"N";"TELIS ELETRONICOS - EIRELI - EPP";"TELIS";"03.474.553/0001-74";"";"115.217.688.111";"";"RUA AURORA, 48";"SANTA EFIGENIA";36.0;"01209000";"RUA AURORA, 48";"SANTA EFIGENIA";36.0;"01209000";"(11) 3334-4000";"";"";"";"";"";"";585.0;2.0;"F";"N";"N";"";"";"";"";"2018-02-26 07:51:52.863";165.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"D";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
383;1948.0;"N";"N";"S";"N";"N";"N";"ICHIP TECNOLOGIA LTDA-ME";"SOLDA FRIA";"10.321.542/0001-10";"";"148.285.292.113";"38117924";"RUA IACANGA, 46";"VILA MARIA";36.0;"02130030";"RUA IACANGA, 46";"VILA MARIA";36.0;"02130030";"(11)2364-0784";"";"";"";"";"";"Nome do Proprietário e Comprador: MARCOS PAULO GUERREIRO
RG: 15968245 CPF: 163402708-67
Referência Bancária: Banco: Bradesco N°.: 237 Ag.: 3298-0 C/C: 315-8
Gerente: Elisangela (11) 2939-1020
Banco do Brasil: Nº.:001 Ag: 4243-9 C/C: 1291-2
Gerente: Marcelo (11) 2636-8490
Banco Caixa Econômica Federal nº 104 Ag: 3237 C/C: 395-8
Operação 03
Gerente: Maria Rita (11)3521-7600
Banco Itaú: nº 341 Ag: 4534 C/C: 08889-5
Gerente: Carla (11) 2981-2444";585.0;2.0;"F";"N";"N";"";"";"";"";"2018-03-05 08:50:36.917";165.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
384;1930.0;"N";"N";"S";"N";"S";"S";"TECMOLD INDUSTRIA E COMERCIO LTDA";"TECMOLD INDUSTRIA E COMERCIO LTDA";"00.821.296/0001-01";"";"";"";"RUA NISSIN CASTIEL,385";"INDUSTRIAL";19.0;"94045420";"RUA NISSIN CASTIEL,385";"INDUSTRIAL";19.0;"94045420";"";"";"";"";4.0;"";"";"";2.0;"";"N";"N";"";"";"";"";"2018-02-15 14:11:18.424";68.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
385;1953.0;"N";"N";"S";"N";"N";"N";"S.37 COMERCIO DE SALVADOS";"TUFFY IMPRESSORAS E ARTIGOS DE INFORMÁTICA";"14.551.237/0001-75";"";"146676267111";"";"RUA SILVA BUENO, 525 - SALA 04";"IPIRANGA";36.0;"04208050";"RUA SILVA BUENO, 525 - SALA 04";"IPIRANGA";36.0;"04208050";"";"";"";"";"";"";"Banco Bradesco 
AG 3035 
C/C 0114753-6 
Favorecido: S.37 Comercio de Salvados ME 
";"";1.0;"F";"N";"N";"";"";"";"";"2018-03-12 17:26:20.223";165.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"R";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
386;1954.0;"N";"N";"S";"N";"N";"N";"GROSSER NOGUEIRA E CIA LTDA";"GROSSER NOGUEIRA";"92.910.405/0001-85";"";"0960244891";"";"AV SERTORIO, 4283";"JARDIM FLORESTA";1.0;"91040621";"AV SERTORIO, 4283";"JARDIM FLORESTA";1.0;"91040621";"51-3341.1734";"";"";"";"";"";"";"";2.0;"";"N";"N";"";"";"";"";"2018-03-13 07:48:46.043";64.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";4.0;"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
387;1955.0;"N";"N";"S";"N";"N";"N";"GRUPOSUL MATERIAIS ELÉTRICOS";"GRUPOSUL MATERIAIS ELÉTRICOS";"88.616.552/0001-70";"";"096/0888489";"";"AV CEARA, 1817";"SÃO GERALDO";1.0;"90240511";"AV CEARA, 1817";"SÃO GERALDO";1.0;"90240511";"(51) 3357.3400";"";"";"";2.0;"";"";"";8.0;"C";"N";"N";"";"";"C";"";"2018-03-13 09:19:00.492";9.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
388;1942.0;"N";"N";"S";"N";"N";"N";"POLEODUTO  INDÚSTRIA E COMÉRCIO DE ELETRO-MECÂNICOS LTDA.";"POLEODUTO";"72.797.913/0001-91";"";"188.037.607.110";"12.084";"AV. ADÍLIA BARBOSA NEVES, N2000";"ARUJA";36.0;"07411350";"AV. ADÍLIA BARBOSA NEVES, N2000";"ARUJA";36.0;"07411350";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-02-28 16:10:29.593";161.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
389;1931.0;"N";"N";"S";"N";"N";"N";"TERMOTUBOS IMPORTAÇÃO E EXPORTAÇÃO EIRELI";"TERMOTUBOS";"23.479.154/0001-03";"";"257.788.239";"";"RUA VEREADOR ABÍLIO ABÍLIO OTÁVIO DO CANTO, 133 - GALPÃO";"RESSACADA";83.0;"88307390";"RUA VEREADOR ABÍLIO ABÍLIO OTÁVIO DO CANTO, 133 - GALPÃO";"RESSACADA";83.0;"88307390";"(47) 3048-0353";"(47) 2125-0210";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-02-16 17:11:44.015";161.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
390;1957.0;"N";"N";"S";"N";"S";"S";"PRISMA CONTAINER LTDA ME";"PRISMA CONTAINER";"03.686.248/0001-46";"";"0962804428";"";"RUA ILDEFONSO PINTO, DR, 458";"SANTA TEREZA";1.0;"90810130";"RUA ILDEFONSO PINTO, DR, 458";"SANTA TEREZA";1.0;"90810130";"51-3266.6687";"";"";"";"";"";"";"";2.0;"";"N";"N";"";"";"";"";"2018-03-15 10:45:14.833";64.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";170.0;"";"";"";"N";"";"";3;2.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
391;1958.0;"N";"N";"S";"N";"N";"N";"CARNETTI E DIAS COMERCIO DE GAS LTDA";"GUAIBA GAS";"08.107.733/0001-31";"";"0580120260";"";"RUA SAO GERALDO, 850";"ERMO";10.0;"92500000";"RUA SAO GERALDO, 850";"ERMO";10.0;"92500000";"(51) 3480-4290";"(51) 3480-6330";"";"";"";"";"";"";2.0;"C";"N";"N";"";"";"";"";"2018-03-16 07:51:42.832";156.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
392;1959.0;"";"";"S";"";"";"";"EMDEP BRASIL INDÚSTRIA E COMÉRCIO LTDA";"EMDEP TESTBOARDS";"02.816.578/0001-46";"";"3249903100041";"";"AV POÇOS DE CALDAS, 1133";"SANTOS DUMONT";265.0;"37504126";"AV POÇOS DE CALDAS, 1133";"SANTOS DUMONT";265.0;"37504126";"(51) 3363 4700";"";"";"";2.0;0.0;"Banco Santander
 agência 2260
 c/c 13.000500-5.";"";1.0;"";"";"";1.0;"";"";"";"2018-03-16 11:14:09.054";161.0;"";0.0;0.0;0.0;"";"";"";0.0;"";"";0.0;0.0;"";0.0;"";"";"";"N";"N";0.0;"";"N";80.0;"";"";0.0;"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
393;1960.0;"N";"N";"S";"N";"N";"S";"VALTER LUIS FROES BRASIL";"FERRAGEM DO VALTER";"92.354.158/0001-88";"";"0580089312";"";"RUA BENTO GONCALVEZ, 290";"CENTRO";10.0;"92500000";"RUA BENTO GONCALVEZ, 290";"CENTRO";10.0;"92500000";"51-3491.2857";"";"";"";"";"";"BANRISUL AG. 0219
C.C. 06.854 976.0-4
VALTER LUIS FROES BRASIL
";"";16.0;"";"N";"N";"";"";"";"";"2018-03-16 13:25:33.783";64.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
394;1961.0;"N";"N";"S";"N";"N";"N";"G A WERLANG GESTÃO E AMBIENTE LTDA";"G A WERLANG";"92.700.715/0001-75";"";"096/0051325";"";"AVENIDA FARRAPOS, 1215";"FLORESTA";1.0;"90220004";"AVENIDA FARRAPOS, 1215";"FLORESTA";1.0;"90220004";"(51)33461212";"";"";"";"";"";"Faturamento mínimo para boleto: R$250";"";2.0;"F";"N";"N";"";"";"";"";"2018-03-16 16:23:03.233";156.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
395;1962.0;"";"";"S";"";"";"";"TINTAS KRESIL LTDA";"TINTAS KRESIL LTDA";"92.989.219/0001-83";"";"0960140247";"";"AV KARL IWERS, 1301";"JARDIM ITU SABARA";1.0;"91220320";"AV KARL IWERS, 1301";"JARDIM ITU SABARA";1.0;"91220320";"(51) 3349 3900";"";"";"";2.0;200.0;"";"";1.0;"";"";"";1.0;"";"";"";"2018-03-19 11:55:16.313";9.0;"";0.0;0.0;0.0;"";"";"";0.0;"";"";0.0;0.0;"";0.0;"";"";"";"N";"N";0.0;"";"N";80.0;"";"";0.0;"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
396;1964.0;"N";"S";"S";"N";"N";"S";"KABUKM EXPLOSAO DE PRECOS BAIXOS";"KABUM";"05.570.714/0008-25";"";"083078665";"";"RUA CASTANHEIRA, 376";"CIL";190.0;"13481149";"RUA CASTANHEIRA, 376";"CIL";190.0;"13481149";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-03-20 15:40:37.632";64.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
